,id,judul,abstrak,kbk
2015,2051,interaksi penerapan model pembelajaran react dipadu strategi aks dibandingkan model pembelajaran react dipadu strategi pcp dengan tingkat pemahaman konsep terhadap hasil belajar dle kelas x titl smkn 2 lamongan,tujuan penelitian ini untuk mengetahui tingkat pemahaman konsep dan hasil belajar siswa kelas x titl pada mata pelajaran dasar listrik dan elektronika berdasarkan observasi di smkn 2 lamongan dalam proses pembelajaran di kelas x pada mata pelajaran dasar listrik dan elektronika pemahaman konsep siswa dinilai masih rendah dengan ditunjukan hasil belajar yang masih dibawah standar bukti lain siswa ketika ditanya mengenai materi yang sudah di pelajari juga masih kebingungan variabel penelitian x1 model pembelajaran react dipadu strategi aks active knowladge sharing x2 model pembelajaran react dipadu strategi pcp point counter point y tingkat pemahaman konsep terhadap hasil belajar metode penelitian true experiment dengan desain faktorial 2x2 dengan model pembelajaran yang digunakan react dipadu strategi aks dibandingkan strategi pcp subjek penelitian yakni kelas x titl 1 dan x titl 2,Kurikulum Pendidikan Teknologi dan Kejuruan
2016,2052,hubungan personal mentality development dan information seeking terhadap innovation mindset capability siswa program keahlian mekatronika di smk kota malang,tujuan penelitian ini untuk mengungkapkan signifikansi hubungan personal mentality development x1 information seeking x2 danpersonal mentality development x1 daninformation seeking x2 dengan innovation mindset capability y penelitian ini menggunakan rancangan deskriptif korelasional sampel penelitian ini adalah siswa program keahlian mekatronika sekolah menengah kejuruan smk di kota malang teknik pengumpulan data pada penelitian ini menggunakan angket hasil data angket yang telah memenuhi uji validitas dan reliabilitas yang didapatkan dari skor nilai angket yang telah diisi oleh responden teknik analisis data menggunakan analisis korelasi parsial dan regresi linier,Kurikulum Pendidikan Teknologi dan Kejuruan
2017,2053,hubungan persepsi berwirausaha dan literasi kelistrikan terhadap minat berwirausaha bidang industri kreatif siswa kelas xii tei di kota malang,tujuan dari penelitian ini yaitu untuk mengetahui hubungan antara persepsi berwirausaha x1 dan literasi kelistrikan x2 terhadap minat berwirausaha bidang industi kreatif y penelitian ini mengunakan rancangan penelitian deskriptif korasional sampel penelitian ini adalah siswa jurusan teknik elektronika industri di sekolah menengah kejuruan smk di kota malang teknik pengumpulan data pada penelitian ini menggunakan angket hasil data angket yang telah memenuhi uji validitas dan reliabiltas yang didapat dari skor nilai angket yang di isi oleh responden teknik analisis data menggunakan analisis korelasi parsial dan regresi linier,Kurikulum Pendidikan Teknologi dan Kejuruan
2018,2054,analisis lifetime transformator daya menggunakan metode health index pada pt krakatau daya listrik,transformator daya merupakan peralatan penting pada sistem tenaga listrik khususnya pada penyaluran energi listrik fungsi utaa transformator daya adalah sebagai penyalur daya atau tegangan serta dapat mengubah tinggi rendahnya level tegangan yang dibutuhkan karena pentingnya transformator di dalam pendistribusian energi listrik maka dibutuhkan perhatian khusus pada transformator terutama dalam hal pembebanyayang dapat berpengaruh pada kualitas daya serta susut usia produktif transformator tersebut pada dasarnya peralatan sistem tenaga seperti transformator daya memiliki desai umur yang telah ditentukan oleh perusahaan manufaktur sehingga dapat beroperasi dalam kurun waktu tertentu namun seiring dengan pemakaiannya dilapangan umur serta kualitas dari transformator daya tersebut dapat berubah menjadi berkurang atau malah bertambah dari umur desainnya alasan dilakukannya penelitian ini karena peran penting transformator sercara realtime dalam sistem distribusi listrik serta harga sebuah transformator yang relative mahal dan untuk mengganti sebuah transformator tidak bisa dilakukan sembarangan dan cepat maka sangat penting untuk memperkirakan umur dari transformator agar dapat mengantisipasi terjadinya kegagalan transformator dan dapat melakukan tindakan yang dibutuhkan sesuai dengan kondisi transformator pada penelitian ini akan dijelaskan mengenai analisis kualitas dan perkiraan sisa usisa produktif transformator daya akibat pembeba pada pt krakatau daya listrik dengan menggunakan metode health index health index terdisi dari dua faktor yaitu faktor historis dan faktor kondisi,Intelligent Power and Advanced energy System (IPAES)
2019,2055,persepsi mahasiswa terhadap kebijakan merdeka belajar kampus merdeka studi kasus di universitas negeri malang,merdeka belajar kampus merdeka merupakan kebijakan menteri pendidikan dan kebudayaan yang bertujuan mendorong mahasiswa untuk menguasai berbagai keilmuan yang berguna untuk memasuki dunia kerja program mbkm dirancang agar output perguruan tinggi memiliki kesempatan untuk mengembangkan diri sesuai dengan potensinya baik di dalam kampus maupun di luar kampus implementasi kebijakan baru selalu diiringi dengan berbagai permasalahan yang muncul selama penerapannya dan juga disambut dengan berbagai proses adaptasi yang dilakukan oleh para pelaku di bidang pendidikan terutama pendidikan tinggi tujuan dari penelitian ini adalah untuk mendeskripsikan persepsi mahasiswa universitas negeri malang tentang kebijakan mbkm yang meliputi pertukaran pelajar magang praktik kerja asistensi mengajar di satuan pendidikan penelitian riset proyek kemanusiaan kegiatan wirausaha studi proyek independen dan membangun desa kuliah kerja nyata tematik penelitian ini menggunakan rancangan kuantitatif dengan jenis deskriptif dan menggunakan teknik pengambilan sampel menggunakan simple random sampling,Kurikulum Pendidikan Teknologi dan Kejuruan
2020,2056,rancang bangun sistem inkubator penyemaian bibit tanaman hidroponik menggunakan logika fuzzy berbasis internet of things,penyemaian pada sistem hidroponik sering kali menemui beberapa permasalahan yang dapat menyebabkan gagal semai beberapa permasalahan yang sering ditemui di antaranya adalah kurangnya kelembapan pada media tanam yang digunakan sehingga tanaman kering dan mati ataupun kurangnya sinar matahari yang diterima tanaman terutama pada musim hujan yang menghambat pertumbuhan tanaman dan juga media tanam yang terlalu basah atau lembab yang menyebabkan tanaman busuk beberapa permasalahan tersebut sering terjadi karena kurangnya monitoring berkala ketika proses penyemaian dengan adanya permasalahan tersebut dirancang sebuah box inkubator yang dikhususkan untuk penyemaian tanaman hidroponik di dalam inkubator tersebut terdapat sistem otomasi untuk mengatur kelembapan media tanam suhu berupa pendingin dan led growlight penggunaan led growlight digunakan sebagai pengganti sinar matahari yang dibutuhkan oleh tanaman untuk kontrol kelembapan media tanam digunakan mist maker untuk membasahi media tanam dan diberi kontrol pendingin di dalam inkubator berupa kipas untuk menjaga suhu pada nilai optimal sesuai bibit tanaman yang disemai untuk sensor yang digunakan adalah sensor suhu sensor kelembapan udara di dalam inkubator sensor kelembapan untuk media tanam dan sensor cahaya untuk mengetahui intensitas cahaya yang ada pada inkubator data sensor ini tinya akan digunakan parameter untuk fuzzy logic agar sistem kontrol berjalan sesuai penjabaran kondisi pada fuzzy logic serta ditampilkan secara realtime melalui website untuk memudahkan monitoring melalui internet beberapa penelitian yang membahas topik terkait diantaranya terdapat penelitian oleh ilham dkk pada tahun 2017 yang merancang sistem otomasi untuk penyemaian benih sayur hidroponik yang ditujukan untuk melakukan monitoring terhadap parameter parameter pada tahap penyemaian yang dapat dipantau melalui smartphone melalui komunikasi bluetooth selanjutnya saputra dkk pada tahun 2019 merancang hydroponics grow room untuk monitoring pertumbuhan tanaman kangkung melalui web thingspeak selain itu terdapat penelitian oleh revan dkk tentang smart grow box untuk tanaman microgreen pada tahun 2021 perancangan tersebut bertujuan untuk monitoring pertumbuhan tanaman microgreen berbasis smartphone menggunakan blynk untuk perancangan ini dirancang sebuah inkubator khusus untuk penyemaian beberapa sampel bibit tanaman hidroponik yang dapat dimonitoring melalui website lalu fuzzy logic digunakan untuk memaksimalkan bagian kontrol mist maker dan kipas untuk menjaga kelembapan dan suhu pada media tanam,Telematics loT System and Devices
2021,2057,peramalan beban menggunakan metode jaringan saraf tiruan neural network lavenberg marquart pada penyulang 150kv di gardu induk banaran,pada saat ini penggunaan listrik mengalami berbagai peningkatan dari berbagai sektor seperti industri rumah tangga hingga infrastruktur umum sehingga memerlukan pasokan listrik yang mencukupi pembangu dan peningkatan ekonomi di wilayah kediri dan sekitarnya mengalami peningkatan yang cukup signifikan sebelum akhirnya tertekan oleh pandemi covid 19 pertumbuhan ekonomi ini tak lepas dari adanya keputusan menteri perhubungan republik indonesia nomor 28 tahun 2020 tentang pembangu bandara udara di kabupaten kediri kedepannya bandara ini akan diproyeksikan sebagai salah satu bandara yang mampu meningkatkan ekonomi dengan signifikan kenaikan ekonomi ini akan dipicu dengan pertumbuhan industri di wilayah kediri yang mana akan membuat kebutuhan listrik akan meningkat pada tingkat dari transmisi memiliki pera penting karena menyalurkan energi dari pembangkit menuju konsumen melalui distribusi keandalan sistem kelistrikan pada transmisi menjadi prioritas utama dari pt pln persero salah satunya adalah dengan mejaga keandalan sistem penyulang 150kv yang terpasang pada gardu induk adapun beberapa peralatan penyulang dari sebuah gardu induk yaitu transformator ct pt la pmt pms dan la yang mana masing masing peralatan memiliki pera penting seperti pengubahan tegangan kerja proses sensoring arus tegangan dan frekuensi dan juga sebagai bentuk keama dari peralatan beban daya yang mampu dibaca oleh alat dapat dijadikan sebagai data seperti pola beban daya yang terdeteksi akan tetapi beban daya listrik akan terus bertambah seiring dengan pertumbuhan sdm ekonomi pada daerah yang kelistrikannya disulang oleh gi dalam mengatasi masalah tersebut perencanaan beban puncak menjadi salah satu alternatif dalam pengambilan keputusan baik pengalihan beban baik dengan bus atau line dan kemungki penggantian peralatan penyulang lain dimasa mendatang prosesn peramalan beban dilakukan dengan metode jaring saraf tiruan menggunakan metode levenberg marquardt levenberg marquardt dimana algoritma yang dikembangkan dari algoritma error pada metode backpropagation pada algoritma jenis ini digunakan untuk megani beberapa kelemahan algoritma error pada metode backpropagation dengan menggunakan optimisasi numerik standar ialah dengan penggunaan pendekatan jacobian matrix proses penelitian ini akan disimulasikan dengan menggunakan matlab dalam perhitungan dan proses plotting dengan gui matlab,Intelligent Power and Advanced energy System (IPAES)
2022,2058,implementasi metode searching pada prototype robot automatic storage retrieval system asrs,sistem pergudangan di indonesia umumnya masih menggunakan cara konvensional yaitumengambil atau menaruh barang di tempat penyimpa rak secara manual robotautomatic storage retrieval system asrs merupakan robot dengan sistem yangmemungkinkan untuk mengambil dan menaruh barang secara otomatis sesuai dengankoordinat yang diinginkan asrs sudah mulai banyak dikembangkan hanya sajapengembangan asrs pada jurnal jurnal umumnya hanya membahas tentang jenismekaniknya saja pada penulisan ini akan membahas tentang sistem pergerakan asrs yaitudengan menggunakan metode searching penelitian ini dilakukan dengan tujuan mengujivalidasi dan performa dari hasil penelitian sistem asrs menggunakan metode searching metode searching yang dilakukan pada penelitian ini ada dua yaitu pencarian buta dengandfs dan pencarian heuristik dengan a uji validasi dilakukan untuk mengetahui tingkatkelayakan asrs dengan metode searching dan uji efektivitas untuk membandingkan metodedfs dan a untuk performa terbaik robot asrs pada sistem pergudangan,Biomedic and Intelligent Assistive Technology (TAT)
2023,2059,optimasi perbaikan tegangan dengan penempatan static var compensator svc pada jaringan distribusi 150 kv menggunakan metode grey wolf optimization gwo,tujuan penelitian ini yaitu melakukan optimasi terhadap nilai tegangan pada sistem transmisi 150 kv untuk perbaikan profil tegangan agar sistem tetap stabil jatuh tegangan menjadi salah satu permasalahan sering terjadi pada sistem transmisi jatuh tegangan dapat terjadi karena meningkatnya kebutuhan listrik menyebabkan beban listrik semakin meningkat dan saluran atau penghantar yang cukup panjang salah satu penyebabnya untuk mengatasi permasalahan tersebut dapat dilakukan optimasi perbaikan tegangan dengan menggunakan peralatan flexibel ac transmission system facts yaitu static var compensator svc svc merupakan suatu peralatan kompensasi yang dapat menyerap daya reaktif dengan cara mengontrol sudut penyalaan thyristor untuk meningkatkan profil tegangan optimasi perbaikan tegangan ini menggunakan metode grey wolf optimization gwo gwo merupakan suatu metode optimisasi metaheuristik yang diperkenalkan oleh mirjalili pada tahun 2014 didasarkan pada hierarki sosial dan perilaku sekumpulan serigala abu abu dalam mengambil keputusan ketika pemburuan mangsa hierarki sosial mempengaruhi solusi akhir dalam mengambil keputusan dengan tingkatan dari yang terbaik yaitu serigala alpha beta delta dan omega metode gwo dapat mencari kapasitas optimal svc untuk meningkatkan profil tegangan sekaligus mengurangi rugi rugi daya dan digunakan untuk penyelesaian masalah terkait optimisasi pada sistem tenaga listrik dengan mendapatkan nilai keluaran yang optimal studi kasus penelitian ini diterapkan pada jaringan transmisi 150 kv pt pln up2b jawa timur menggunakan software matlab pada power system analysis toolbox psat kata kunci optimasi perbaikan tegangan static var compensator svc sistem transmisi metode grey wolf optimization gwo matlab,Intelligent Power and Advanced energy System (IPAES)
2024,2060,pengaruh program asistensi mengajar terhadap kesiapan menjadi guru bagi mahasiswa jurusan teknik elektro universitas negeri malang,penelitian ini di latar belakangi adanya program baru bagi mahasiswa jurusan teknik elektro universitas negeri malang yaitu program asistensi mengajar yang mana program ini berpengaruh terhadap kesiapan mahasiswa untuk menjadi guru penelitian ini bertujuan untuk melihat pengaruh program asistensi mengajar terhadap kesiapan menjadi guru bagi mahasiswa jurusan teknik elektro universitas negeri malang penelitian ini dilaksanakan di universitas negeri malang penelitian ini merupakan penelitian kuantitatif dengan metode survei populasi dari peneltian ini sebanyak 200 mahasiswa sampel sebanyak 120 dengan teknik proportional random sampling teknik pengumpulan data yang digunakan adalah angket analisis data menggunakan analisis regresi linier sederhana dari hasil penelitian menunjukkann terdapat pengaruh antara program asistensi mengajar x terhadap kesiapan menjadi guru y pada mahasiswa jurusan teknik elektro universitas negeri malang kata kunci program asistensi mengajar kesiapan menjadi guru guru profesional,Ketenegakerjaan Teknologi dan Kejuruan
2025,2061,sistem pengisian baterai sepeda listrik berbasis internet of things iot,sepeda listrik merupakan sebuah kendaraan yang tidak menggunakan bahan bakar konvensional melainkan penggerak utama berupa dinamo dan akumulator seiring dengan pesatnya perkembangan teknologi masalah pemanasan global dan kelangkaan bbm sehingga produsen berlomba lomba menciptakan kendaraan hybrid yang salah satunya adalah sepeda listrik ini di sebabkan sepeda listrik atau sejenisnya merupakan salah satu alternatif pada kendaraan masa depan yang menggunakan energi listrik untuk penggeraknya akan tetapi saat ini masih terdapat kelemahan pada sepeda listrik di indonesia yakni pada pengisian daya baterai yang masih belum efektif oleh karna itu dibutuhkan suatu sistem pengisian daya baterai sepeda listrik yang dilengkapin dengan fitur monitoring dan kontrol berbasis internet of things adapun baterai yang di gunakan pada sepeda listrik ini terdiri dari 3 baterai 12v yang di serikan menjadi 36v dalam proses charging jenis baterai yang di gunakan yaitu sealed lead acid sla yang dimana baterai ini merupakan baterai isi ulang elektrolit asam sulfat yang tidak dapat tumpah dikarenakan baterai ini dapat mengental sistem monitoring charging pada penelitian ini menggunakan implementasi internet of things melalui aplikasi blynk dengan protokol waktu berbasis network time protocol ntp kemudian cara kerja sistem ini menggunakan sensor ina 219 berfungsi untuk mengetahui parameter arus daya listrik dan tegangan yang terintergerasi dengan modul esp 32 selain itu penggunaan relay yang berfungsi sebagai pengontrol cut off secara otomatis,Telematics loT System and Devices
2026,2062,analisis kualitas isolasi gas sf6 pada pemutus tenaga pmt di gardu induk 150kv banaran kediri,pada sistem tenaga listrik kualitas dari bahan isolasi merupakan hal yang sangat penting demi menjaga kinerja dari peralatan listrk agar tetap berjalan baik kualitas gas sf6 mempengaruhi kinerja peralatan listrik sebagai media isolasinya indikator indikator dalam pengujian kualitas gas sf6 yakni meliputi purity kemurnian teka titik embun dan moisture content kelembaban metode analisis yang digunakan dalam penelitian ini yaitu metode i mr individual moving range control chart dengan metode tersebut penelitian ini akan menampilkan data hasil pengukuran dan menampilkan perbedaan dari hasil pengukuran yang satu ke pengukuran selanjutnya metode i mr individual moving range control chart ini membantu dalam memonitor proses pengujian data yang dapat mempengaruhi rata rata atau variant suatu proses penelitian ini bertujuan untuk mengetahui nilai rata rata dari data yang dihasilkan nilai rata rata yang diperoleh kemudian dibandingkan dengan nilai standart yang ada penelitian ini berguna untuk mengetahui apakah kualitas gas sf6 masih layak untuk dipergunakan sebagai media isolasi pada pemutus tenaga pmt,Intelligent Power and Advanced energy System (IPAES)
2027,2063,klasifikasi dialek bahasa jawa menggunakan metode naives bayes judul ini merupakan bagian penelitian dari pak aji,indonesia merupakan negara dengan keragaman suku bangsa dan budayanya orang dengan suku yang berbeda akan berkomunikasi dengan cara yang berbeda sehingga setiap daerah memiliki dialeknya masing masing pulau jawa merupakan pulau terpadat di indonesia dan memiliki keragaman dialek yang tinggi karena keberagamannya banyak masyarakat yang bingung membedakan berbagai macam dialek tersebut berdasarkan peta bahasa yang dikeluarkan oleh kemdikbud pulau jawa memiliki 12 dialek utama yang tersebar di jawa timur jawa barat dan jawa tengah dari hasil survei yang telah dilakukan dialek yang digunakan hanya dibatasi menjadi 3 dialek terpopuler dialek terpopuler dari setiap provinsi yaitu dialek cirebon dialek tegal dan dialek jawa timur akan digunakan sebagaidataset penyediaan data dilakukan dengan metode studi literatur yang bersumber dari buku dan dokumen tertulis yang tersedia di internet text classificationmerupakan metode yang digunakan dalam penelitian ini data akan diolah dan dianalisis menggunakan algoritmanaives bayes algoritmanaives bayesdigunakan karena cepat dalam proses perhitungan sederhana dan memiliki akurasi yang tinggi pada penelitian akan dibandingkan algoritmabernoullidanmultinomial naives bayes algoritma akan diuji menggunakan data yang telah diperoleh dari internet untuk mengetahui performa algoritmanaives bayesdalam melakukan klasifikasi dialek di pulau jawa,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
2028,2064,sistem pendukung keputusan rekomendasi pekerjaan untuk siswa sekolah menengah kejuruan dengan metode weighted product studi kasus di smk negeri 1 kepanjen siswa jurusan rekayasa perangkat lunak,bursa kerja khusus bkk merupakan lembaga yang memberikan informasi pasar kerja di satuan pendidikan menengah pendidikan tinggi dan lembaga pelatihan kerja di smk dengan adanya bkk diharapakan lulusan dari lembaga tersebut mendapatkan pekerjaan yang layak dan sesuai dengan kompetensi siswa biasanya cenderung mencari pekerjaan sendiri karena kurang aktif dalam mencari informasi lowongan pekerjaan di bkk hal ini menyebabkan munculnya missmatch pekerjaan missmatch adalah perbedaan antara kompetensi dan bidang keahlian pekerjaan yang didapat sehingga dapat menurunkan produktifitas pekerjaan untuk mengurangi missmatch pekerjaan diperlukan suatu sistem pendukung keputusan spk yang dapat memberikan rekomendasi pekerjaan kepada siswa sehingga memaksimalkan publikasi pekerjaan di bkk kepada siswa dan dapat mengurangi missmatch pekerjaan spk tersebut berbentuk web supaya mudah diakses dan menggunakan metode weighted product untuk menormalisasikan anatara bobot pekerjaan kriteria pekerjaan dan nilai siswa tujuan penelitian ini yaitu 1 mengembangkan sistem rekomendasi pekerjaan untuk siswa smk negeri 1 kepanjen khususnya jurusan rekayas perangkat lunak rpl 2 menguji penggunaan sistem rekomendasi pekerjaan untuk siswa jurusan rekayasa perangkat lunak rpl smk negeri 1 kepanjen dalam pengembangan sistem rekomendasi pekrjaan ini metode penelitian dan pengembangan mengacu pada model pengembangan waterfall model tersebut mempunyai langkah langkah sebagai berikut 1 analisis kebutuhan dan deskripsi 2 desain sistem dan perangkat lunak 3 implementasi dan testing unit 4 pengujian dan pengintegrasian sistem kata kunci spk missmatch pekerjaan bkk weighted product wp,Kurikulum Pendidikan Teknologi dan Kejuruan
2029,2065,analisa kinerja sistem proteksi di gardu induk 150 kv banaran kediri,pt pln persero merupakan perusahaan listrik negara yang menyediakan pasokan energi listrik kepada konsumen dalam proses penyaluran sistem tenaga listrik tersebut tidak menutup kemungki dapat terjadinya gangguan untuk mengatasi gangguan yang tidak dapat diprediksi maka diperlukan suatu peralatan pengaman sistem proteksi yang tepat dan dapat diandalkan sistem proteksi merupakan pengaman listrik yang dipergunakan untuk mengamankan sistem tenaga listrik dari gangguan listrik atau beban lebih dengan cara memisahkan bagian sistem tenaga listrik yang terganggu serta berfungsi untuk menghindari terjadinya kerusakan pada peralatan peralatan gardu induk yang tinya dapat menghambat penyaluran tenaga listrik ke konsumen salah satu alat proteksi yang digunakan pada gardu induk banaran kediri yaitu over current relay ocr over current relay ocr adalah rele proteksi yang akan bekerja saat terjadi gangguan dengan pemutusan tenaga circuit breaker dan rele akan membaca masukan nilai besaran arus dengan membandingkan nilai pada setting untuk mengetahui kinerja sistem proteksi di gardu induk banaran kediri maka perlu dilakukan penelitian untuk mengetahui kinerja sistem proteksi serta gangguan gangguan yang mempengaruhi kinerja sistem baik gangguan teknis gangguan nonteknis maupun gangguan yang tidak diketahui penyebabnya metode yang digunakan adalah mencari data parameter arus gangguan dan mencari nilai tripping time dari setiap gangguan yang terjadi di gardu induk banaran kediri setelah data terkumpul kemudian diperhitungkan dan dianalisa untuk menentukan settingrele sehingga sistem proteksi dapat bekerja sesuai dengan fungsinya sebagai pengaman agar stabilitas tenaga listrik akan berlangsung dengan baik,Intelligent Power and Advanced energy System (IPAES)
2030,2066,hubungan pengalaman belajar kewirausahaan dengan kemampuan prospektor produk melalui mastery experience pada siswa kelas xii program keahlian ketenagalistrikan di smk negeri 2 kota probolinggo,sekolah menengah kejuruan smk yaitu suatu lembaga pendidikan yang bertanggung jawab terhadapap terciptanya sumber daya manusia dengan memiliki memiliki keterampilan kemampuan dan keahlian sehingga diharapkan lulusannya dapat mengembangkan kinerja apabila terjun dalam dunia kerja tetapi kenyataannya masih banyak siswa lulusan smk yang masih belum siap untuk bekerja atau belum siap untuk mengembangkan kemampuan yang mereka dapat salah satu upaya untuk meggulangi hal tersebut ialah dengan berwirausaha dengan berwirausaha siswa akan memberikan peluang untuk dirinya sendiri dalam mencapai suatu kesuksesan dan dari segi sosial akan memberikan peluang kerja bagi lingkungan masyarakat serta orang lain untuk menunjang hal tersebut dibutuhkan suatu kemampuan inovatif agar siswa dapat menciptakan produk baru kemampuan inovatif itu adalah kemampuan prospektor produk kemampuan ini tidak akan ada pada diri seseorang jika orang tersebut tidak memiliki pengalaman dalam belajar kewirausahaan untuk menunjang pengalaman belajar kewirausahaan tersebut dapat dikatakan baik maka diperlukan indikator mastery experience penelitian ini bersifat kuantitatif dengan menggunakan rancangan penelitian deskriptif korelasional populasi dari penelitian ini adalah siswa kelas xii program keahlian ketenagalistrikan di smk negeri 2 kota probolinggo tujuan dari penelitian ini adalah untuk mengetahui seberapa besar hubungan pengalaman belajar kewirausahaan dengan kemampuan prospektor produk melalui mastery experience,Kurikulum Pendidikan Teknologi dan Kejuruan
2031,2067,klasifikasi dialek bahasa jawa menggunakan metode support vector machine svm,bahasa adalah kalimat atau kata yang memiliki tujuan dengan struktur dan makna yang bebas dari pengguya struktur bebas ini menghasilkan berbagai macam kata dari satu jenis bahasa seperti bahasa jawa bahasa jawa merupakan dari sekian banyak bahasa di dunia yang berasal dari negara indonesia tepatnya di pulau jawa bahasa di pulau jawa terdapat bermacam macam dialek yang digunakan dialek yang bermacam ragamnya menyulitkan menentukan sebuah kata kalimat jawa berasal dari dialek yang benar dari permasalahan tersebut penelitian ini mencoba menyelesaikan bagaimana menentukan sebuah kata kalimat jawa berasal dari dialek asalnya menggunakan text mining text mining adalah proses penumuan akan informasi atau trend baru yang sebelumnya tidak terungkap dengan menganalisa dari jumlah data besar yang berbentuk unstructured text text mining yang akan digunakan adalah text classification dengan dataset kata kalimat yang berasal dari dialek terpopuler dari setiap provinsi yaitu dialek cirebon dialek tegal dan dialek jawa timur dataset yang digunakan ti akan sebagai knowledge kata kalimat yang termasuk dialek dialek cirebon dialek tegal dan dialek jawa timur menggunakan text classification dengan algoritma supervised learning support vector machine svm penggunaan support vector machine pada penelitian ini didasarkan oleh generalisasi data yang tinggi dan akurasi yang baik serta tidak bersifat black box formulasi yang jelas dengan pengaturan parameter yang sederhana sehinggga algoritma yang ditentukan dan knowledge yang didapatkan dapat digunakan sebagai landasan prediksi sebuah kata kalimat yang termasuk dialek cirebon atau dialek tegal atau dialek jawa timur catatan izin menyampaikan pak penelitian klasifikasi dialek bahasa jawa menggunakan metode support vector machine svm merupakan bagian dari penilitian pak aji prasetya wibawa s t m m t ph d,Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
2032,2068,implementasi pengolahan citra digital iridiology untuk menentukan kelebihan kadar kolesterol dengan menggunakan ekstraksi ciri moment invariant dan algoritma k nearest neighbor knn berbasis website,iridology adalah metode pembacaan peta pada mata untuk mendeteksi beberapa jenis penyakit dengan menggunakan pola pengamatan iris mata salah satu jenis penyakit yang dapat di deteksi oleh pola iris mata adalah kolesterol kolesterol merupakan lemak yang sebagian besar dibentuk oleh tubuh itu sendiri terutama di hati kolesterol sangat bermanfaat bagi tubuh namun akan sangat berbahaya jika kadarnya berlebihan dampak dari kolesterol yang berlebihan adalah munculnya penyakit mematikan seperti penyakit jantung strok dan peredaran darah yang buruk dalam penelitian ini iridiology merupakan salah satu ilmu kedokteran yang dapat digunakan untuk mendeteksi kadar kolesterol iridology ini sendiri dapat diterapkan dalam ilmu komputer yang sering disebut dengan pengolahan citra digital dalam hal ini akan digunakan implementasi pengolahan citra digital dalam bentuk website dengan metode pengenalan fitur menggunakan ekstraksi fitur moment invariant dan algoritma k nearest neighbor,Biomedic and Intelligent Assistive Technology (TAT)
