id,judul,abstrak,kbk
1921,"<p align=""center"" style=""text-align: left; ""><b>ANALISIS POLA PENJUALAN PRODUK MENGGUNAKAN METODE APRIORI UNTUK ANALISIS KERANJANG PASAR PADA DATA TRANSAKSI</b></p>","<p>Teknik analisis keranjang pasar adalah teknik untuk menemukan pola berupa&nbsp; produk-produk yang sering dibeli bersamaan atau cenderung muncul bersamaan dalam sebuah transaksi. Data transaksi semakin lama semakin besar, namun data tersebut tidak berguna jika tidak dikelola dan dianalisis secara konsisten. Penelitian ini bertujuan untuk mengetahui bagaimana penggunaan metode apriori sebagai teknik analisis keranjang pasarnya. Data di ambil dalam penelitian ini adalah data transaksi penjualan disuatu swalayan. Hasil dari aturan asosiasi yang dapat berupa kombinasi dari berbagai jenis produk yang sering di beli konsumen. Dari hasil tersebut dapat diharapkan membantu manajeman swalayan untuk merancang strategi pemasaran produk<br></p>",Game Technology and Machine Learning Applications
1922,Analisis Permainan <i>Battle Royale Player Unknown’s Battle Grounds Mobile (PUBG Mobile)</i> Terkait Faktor-Faktor Yang Mempengaruhi Minat Pemain Berdasarkan <i>Game Design Factors</i>,"<p><i>Game </i>adalah salah satu jenis hiburan yang diciptakan dengan tujuan untuk menghibur para pemainnya. <i>Game online</i> adalah <i>game </i>yang dapat diakses dan dimainkan oleh banyak pemain, dimana mesin-mesin (komputer, ponsel, konsol) yang digunakan oleh pemain dihubungkan oleh suatu jaringan. Dengan perkembangan teknologi yang sangat pesat dan berdampak pada berbagai bidang, tidak terkecuali industri <i>game</i>, menyebabkan evolusi <i>game </i>mulai dari <i>game </i>tradisional hingga <i>game </i>digital dengan beragam jenis. Kualitas suatu <i>game </i>dapat dilihat dari banyaknya pemain yang memainkannya. Tahun 2015, Yen-Ru Shi dan Ju-Ling Shih menciptakan sebuah alat ukur untuk mengetahui kualitas dari aspek-aspek yang ada pada sebuah <i>game</i>, yang mereka sebut sebagai <i>game design factors</i>. Di dalam <i>game design factors</i> terdapat 11 faktor yaitu <i>game goals, game mechanism, interaction, freedom, game fantasy, narrative, sensation, game value, challenges, sociality</i> dan <i>mystery</i>. Faktor-faktor inilah yang digunakan sebagai landasan untuk membuat sebuah <i>game </i>digital yang baik.&nbsp;</p><p>Permainan <i>battle royale</i> adalah genre permainan <i>video game</i> yang memadukan elemen bertahan hidup dengan <i>gameplay </i>orang terakhir yang bertahan. Permainan <i>battle royale</i> menantang banyak pemain, dimulai dengan peralatan seadanya, kemudian mencari senjata dan <i>armour </i>untuk mengeliminasi semua lawan sambil menghindari terjebak di luar ""zona aman"" yang menyusut, dengan pemenangnya adalah orang yang terakhir bertahan dalam permainan. PUBG (<i>Player Unknown’s Battle Ground</i>) adalah sebuah <i>game multiplayer</i> kompetitif yang menjadikan “<i>Battle Royale</i>” sebagai genre utama. PUBG memuat pertempuran 100 pemain secara bersamaan di sebuah area yang besar. Pada tanggal 19 Maret 2018, <i>developer game </i>ini yaitu <i>Tencent Games</i> baru saja merilis <i>game </i>PUBG untuk versi <i>mobile</i>-nya. <i>Game </i>ini merupakan jenis <i>game </i>yang baru pada <i>platform mobile</i>. <i>Game </i>PUBG mencatat ada 100 juta pemain aktif bulanan secara global dan mendapatkan rating pengguna sebanyak 15,6 juta di <i>Google Play Store</i>. Indonesia tercatat sebagai negara peringkat kedua di dunia yang memiliki pemain aktif bulanan, Indonesia adalah salah satu negara yang memiliki jumlah pemain aktif yang terus berkembang dalam permainan <i>game mobile</i> di dunia. PUBG di Indonesia telah berhasil menarik pemain di lebih dari 220 kota melalui berbagai turnamen <i>offline </i>baik pada tingkat amatir, profesional hingga taraf internasional yang disaksikan lebih dari 23 juta penonton.</p><p>Untuk mengetahui alasan dibalik tingginya jumlah pemain aktif <i>game </i>PUBG, diperlukan pengumpulan data agar dapat melakukan analisis pada perilaku pemain yang terbagi menjadi 2 kelompok. Kelompok pertama, yaitu orang yang bermain PUBG dan belum pernah bermain <i>game battle royale</i> lain. Kelompok kedua, yaitu orang yang bermain PUBG dan pernah bermain <i>game battle royale</i> lain. Proses pengumpulan data menggunakan metode <i>mixed methods</i> yang terdiri dari 2 buah teknik, yaitu kuesioner pada kuantitatif dan wawancara pada kualitatif berdasarkan <i>game design factors</i>. Setelah pengumpulan data, analisis akan dilakukan untuk mengetahui perbedaan signifikan rata-rata nilai kuesioner antara kedua kelompok dan mengetahui hubungan nilai kuesioner dengan hasil wawancara sehingga dapat ditarik kesimpulan.</p>",Game Technology and Machine Learning Applications
1923,"<p align=""center"">Pengembangan Sistem Informasi ADI STETSA pada Bidang Bimbingan Konseling di SMAN 4 Malang Menggunakan Metode SCRUM<i></i></p>","<p>Pada zaman saat ini, pandemi COVID-19 mempengaruhi hampir semua aspek kehidupan tak terkecuali aspek pendidikan. Namun, dengan adanya perkembangan teknologi memberikan peluang terhadap terciptanya metode-metode baru dalam dunia pendidikan. Teknologi digital dianggap mampu menjadi solusi untuk keberlangsungan kehidupan sehari – hari yang menyediakan sebuah sistematis dan otomatisasi sebuah data maupun sebuah komponen yang memberikan banyak manfaat untuk mempermudah suatu pekerjaan dalam kegiatan sehari-hari. Hal itu dikarenakan teknologi mampu memberikan fasilitas yang membuat sebuah pendidikan menjadi lebih bermakna, efektif, dan efisien. Salah satu contohnya yaitu pemanfaatan teknologi digital pendidikan, penggunaan teknologi digital pada masa pandemi memberikan pengaruh besar pada dunia pendidikan yang memasuki budaya baru, yaitu digitalisasi dunia pendidikan . Berdasarkan banyaknya fenomena penggunaan produk teknologi digital sebagai sarana dalam sistem pelaksanaan pendidikan. Menjadikan pendidikan lebih dinamis dan fleksibel dalam pengembangannya.</p><p>Pada pengembangan sistem informasi ini, berfokus pada pembuatan aplikasi digital di SMAN 4 Malang. Dimana, pembuatan aplikasi ini bertujuan untuk memudahkan administrasi literasi digital sekolah dalam penginputan data maupun dalam pengelolaan data yang berkaitan dengan siswa, orang tua, guru, dan karyawan di SMAN 4 Malang. Salah satu bidang yang membutuhkan sistem layanan digitalisasi pada sekolah ini adalah bidang bimbingan konseling. Dimana, bimbingan konseling ini memberikan layanan yang terkait dengan masalah pribadi, permasalahan sosial, permasalahan belajar, permasalahan perencanaan kelanjutan studi dan karir siswa. Bentuk layanan yang sering kali di berikan adalah bimbingan klasikal, bimbingan kelompok, konseling individual, konseling kelompok, konsultasi siswa – orangtua, kunjungan rumah, advokasi, mediasi, dan lain lain. Maka dari itu, perlu adanya pengelolaan data dan penginputan data bimbingan konseling yang dapat mempermudah para guru bimbingan konseling dalam mengelola data para siswa dan orang tua. Selain itu, bidang bimbingan konseling pun berperan penting dalam pengelolaan data report siswa yang mengambil 40% siswa terbaik untuk didaftarkan SNMPTN, pengelolaan data mata pelajaran peminatan, dan pengelolaan data siswa alumni SMAN 4 Malang. Oleh karena itu, bidang bimbingan konseling sangat membutuhkan digitalisasi sistem informasi yang dapat mempermudah dalam mengelola data para siswa maupun orang tua siswa.</p><p>Dalam pembuatan sistem informasi aplikasi digital SMAN 4 ini, metode yang digunakan merupakan metode <i>agile</i> dengan kerangka kerja <i>scrum</i>. Metode <i>agile</i> merupakan metodologi yang dapat mengatasi semua bidang rekayasa perangkat lunak tradisional, termasuk manajemen proyek, desain perangkat lunak dan arsitektur, dan peningkatan proses. Masing-masing metode dan metodologi terdiri dari praktek-praktek yang efisien dan dioptimalkan agar mudah diadopsi . Tujuan dari <i>agile</i> adalah bukan memberi instruksi dan perintah, tapi untuk memberikan inspirasi dan pengaruh agar orang-orang di dalam organisasi dapat bekerja secara mandiri dan kolaboratif untuk menghantarkan produk yang berkualitas. Sementara <i>scrum</i>, merupakan salah satu model dari metodologi <i>agile</i> pada manajemen pengembangan proyek. Tujuan utama <i>scrum</i> adalah untuk <i>inspect</i> &amp; <i>adapt</i> yang berarti bahwa melihat permasalahan yang ada, dan melakukan adaptasi terhadap masalah tersebut. Pengembangan perangkat lunak menggunakan <i>scrum</i> menekankan untuk mengambil setiap langkah pada pengembangan perangkat lunak secara singkat[8]. Adapaun sifat – sifat dari <i>scrum</i> adalah ringan, mudah dipelajari dan sulit dikuasai. Fungsionalitas pada <i>scrum</i> menekankan pada selesainya sebuah fungsi atau fitur yang di dalamnya sudah terdapat kualitas, <i>testing</i>, dokumentasi, <i>review</i> dan sebagainya. Maka dari itu, pengembangan sistem informasi terintegrasi aplikasi digital SMAN 4 Malang&nbsp; ini menggunakan metode <i>agile</i> dengan kerangka kerja <i>scrum</i> agar terstruktur dan dapat berkoboratif secara efektif. </p>",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
1924,<p>Pengembangan Sistem Informasi ADI STETSA pada Bidang Unit Penjamin Mutu di SMAN 4 Malang Menggunakan Metode Scrum</p>,"<p style=""text-align: justify; "">&nbsp; &nbsp; Era digitalisasi merupakan upaya nyata yang akan di hadapi oleh lembaga pendidikan. Setiap sektor mengalami digitalisasi termasuk perbankan, kesehatan, pemerintahan, took ritel, dan lain-lain. Namun lembaga pendidikan masih menggunakan metode kertas untuk menyimpan data siswa dan staf. Sekarang ini ditandai dengan kemajuan teknologi pada sisi tuntutan perkembangan mutu yang terlah berlangsung, sehingga digitalisasi ini merupakan hal penting untuk mempermudah suatu pekerjaan dalam kegiatan sehari-hari. Metode yang akan diterapkan yaitu digitalisasi sekolah. SMAN 4 Malang telah memulai digitalisasi pendidikan sehingga perlu dilakukan studi tentang proses digitalisasi terhadap peningkatan mutu belajar SMAN 4 Malang.</p><p style=""text-align: justify;"">&nbsp; &nbsp; Pengembangan sistem informasi ini, berfokus pada pembuatan aplikasi digital di SMAN 4 Malang. Tujuannya untuk mempermudah administrasi literasi digital sekolah dalam menginputkan data maupun mengelola data yang berkaitan dengan siswa, orang tua, guru, staf serta karyawan di SMAN 4 Malang. Salah satu bidangnya ialah Unit Penjamin Mutu. Unit Penjamin Mutu adalah program kegiatan penjamin mutu guna memastikan mutu pendidikan. Penerapan sistem penjamin mutu yang sudah berjalan memerlukan proses audit internal guna memastikan proses mutu tetap berjalan. Internal audit memiliki peran penting dalam suatu manajemen, dimana pelaksanaan audit internal dilakukan dengan form-form audit dalam bentuk kertas maupun secara elektronik. Masalah diatas memerlukan alat pengisi, dan sistem scara otomatis menyalin kode yang sama berdasarkan daftar <i>paper list </i>dan memprosesnya dalam bentuk file. Oleh karena itu, untuk mempermudah pengisian form penjaminan mutu sekolah SMAN 4 Malang sangan membutuhkan digitalisasi sistem informasi yang dapat mempermudah dalam mengelola data.</p><p style=""text-align: justify;"">&nbsp; &nbsp; Pembuatan sistem informasi aplikasi digital SMAN 4 Malang ini menggunakan metode <i>agile </i>dengan kerangka kerja <i>scrum. </i>Metode <i>agile </i>adalah metodologi pengembangan software yang didasarkan pada proses pengerjaan yang dilakukan berulang dimana aturan dan solusi yang disepakati dilakukan dengan kolaborasi antar tim secara terorganisir dan terstruktur. <i>Agile</i>&nbsp;<i>develompment </i>merupakan model pengembangan perangkat lunak dalam jangka pendek. Kemudian, membutuhkan adaptasi yang cepat dalam mengatasi setiap perubahan. Pembuatan sistem informasi digital SMAN 4 Malang ini lebih cocok menggunakan kerangka kerja <i>scrum, </i>karena kerangka kerja <i>scrum </i>lebih menekankan pada kolaborasi tim yang mengacu pada nilai <i>Agile Manifesto</i>, yaitu <i>iterative </i>(berkala) dan <i>incremental </i>(bertahap). Kerangka kerja <i>scrum </i>ini juga membantu tim untuk lihai memecahkan masalah, mengambil keputusan, dan membangun komunikasi yang dinamis antar anggota tim tersebut.</p><p style=""text-align: justify; "">",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
1925,Pengembangan Sistem Informasi ADI STETSA pada Bidang Kurikulum di SMAN 4 Malang Menggunakan Metode SCRUM<br>,"<p dir=""ltr"">&nbsp;&nbsp;&nbsp;&nbsp;Indonesia telah memasuki era revolusi industri 4.0 yang ditandai dengan banyaknya inovasi teknologi yang berkembang dewasa ini. Revolusi industri 4.0 menuntut peningkatan sumber daya manusia sehingga dapat beradaptasi dengan teknologi yang semakin modern terutama dalam bidang pendidikan. Adanya pandemi covid-19 di Indonesia mempercepat pengimplementasian revolusi industri 4.0. Hal ini dipengaruhi dari adanya penurunan aktivitas di sekolah. Salah satu implementasi dari revolusi industri 4.0 di bidang pendidikan adalah dengan menerapkan digitalisasi sekolah. Digitalisasi sekolah dapat meningkatkan kualitas pendidikan dan meningkatkan efisiensi pada sekolah.</p><p dir=""ltr"">&nbsp;&nbsp;&nbsp;&nbsp;Salah satu penerapan dari digitalisasi sekolah adalah dengan mengembangkan sistem informasi yang terintegrasi, terutama pada bidang kurikulum di SMA Negeri 4 Malang. Pengembangan sistem ini bertujuan untuk memudahkan sekolah dalam menyusun kurikulum. Sistem ini juga dapat digunakan untuk menyusun kalender pendidikan, melakukan manajemen terhadap rekam jejak dan profil siswa, menyusun silabus RPB, dan dapat digunakan untuk memantau aktivitas belajar mengajar sesuai dengan kalender pendidikan yang telah disusun. Pengembangan sistem ini menggunakan metode <i>agile</i>, sehingga bersifat fleksibel dan dapat beradaptasi jika terjadi perubahan pada sistem. Pengerjaan sistem ini menggunakan model kerangka kerja <i>scrum</i> yang menggabungkan berbagai elemen mulai dari perencanaan hingga proses uji coba (<i>testing</i>) ke dalam pola proses yang disebut dengan <i>sprint</i>. Dengan menggunakan metode <i>agile</i> yang menerapkan model <i>scrum</i> dapat mempercepat pengembangan sistem, sehingga dapat meningkatkan efisiensi kerja karena memiliki dokumentasi yang terstruktur.</p><p dir=""ltr"">&nbsp;&nbsp;&nbsp;&nbsp;Hasil dari pengembangan ini adalah aplikasi sistem informasi berbasis <i>website</i> untuk manajemen <i>admin</i> dan aplikasi berbasis <i>mobile</i> untuk membantu tugas bidang kurikulum di SMA Negeri 4 Malang yang dapat diintegrasikan dengan bidang lain yang memiliki relasi dengan bidang kurikulum.</p>",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
1926,<p><b>PENGEMBANGAN SISTEM INFORMASI ADI STETSA PADA BIDANG PERPUSTAKAAN DI SMAN 4 MALANG MENGGUNAKAN METODE SCRUM</b></p>,"<p>Proses digitalisasi kini menjadi hal yang sangat penting untuk diterapkan dalam segala aspek bidang kehidupan tanpa terkecuali. Hal ini dikarenakan kondisi dunia yang saat ini mengalami pandemi COVID-19 tak terkecuali di indonesia. Penerapan proses digitalisasi merupakan salah satu langkah yang tepat dalam mengurangi penyebaran COVID-19. Dengan memanfaatkan digitalisasi, memungkinkan semua untuk berjalan seperti biasanya terutama pada bidang pendidikan. Bidang pendidikan sangat penting bagi kemajuan suatu bangsa sehingga perlu mendapat pandangan khusus dalam proses digitalisasi. Dengan memanfaatkan teknologi digital, proses pembelajaran akan dapat terus dilakukan walaupun masih dalam masa pandemi. Tidak hanya itu, proses pembelajaran akan menjadi lebih lebih dinamis dan fleksibel. </p><p>Pengembangan sistem informasi ini difokuskan pada pembuatan aplikasi digital di SMAN 4 Negeri Malang. Sistem informasi yang dikembang berupa pengolahan data sekolah, mulai dari data siswa, orang tua, guru, tenaga kependidikan, hingga karyawan SMAN 4 Malang. Dengan adanya sistem informasi ini diharapkan akan mempermudah urusan administrasi yang ada di sekolah. Sistem informasi ini dibagi menjadi beberapa bidang. Salah satunya adalah bidang perpustakaan. Perpustakaan merupakan sebuah bidang unit kerja dalam wujut sebuah tempat untuk menyimpan kumpulan bahan pustaka yang tersusun secara sistematis dengan aturan tertentu yang digunakan sebagai sumber informasi. Bidang Perpustakaan memiliki peran yang penting sebagai penunjang utama sumber literasi para siswa. &nbsp;Peran bidang perpustakaan lainya adalah memanajemen sumber buku dan pengelolaan buku. Dengan adanya sistem informasi ini, akan mempermudah proses pengolahan perpustakaan.&nbsp; </p><p> </p><p>Dalam pengembangan sistem informasi ini menggunakan metode <i>agile</i> dengan kerangka kerja <i>scrum.</i> <i>Agile</i> merupakan sebuah metodologi pengembangan software yang mana dalam proses pengerjaanya dilakukan secara berulang sesuai dengan aturan dan solusi yang telah disepakati oleh tim penggembang. Sehingga pengembangan sistem informasi akan lebih terorganisir dan terstruktur. Metode <i>agile</i> merupakan sebuah metodologi pengembangan perangkat lunak jangka pendek yang mana memerlukan adaptasi yang cepat dalam setiap perubahan. Alasan utama dalam menggunakan metode <i>agile</i> agar tim dapat mengambil keputusan dengan cepat, serta kualitas dan prediksi yang baik. Sedangkan <i>scrum </i>sendiri merupakan kerangka kerja&nbsp; yang dibuat agar tim dapat mengatasi berbagai masalah kompleks yang adaptif dan senantiasa berubah. Oleh karena itu, pengembangan sistem informasi SMAN 4 Malang ini menggunakan kerangka metode <i>agile </i>dengan kerangka kerja <i>scrum </i>agar terstruktur serta tim dapat berkolaborasi secara efisien.</p>",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
1927,"<p><span style=""font-size: 1rem;"">Pengembangan Sistem Informasi ADI STETSA pada Bidang Adiwiyata di SMAN 4 Malang Menggunakan Metode SCRUM</span></p>","<p>Digitalisasi merupakan salah satu cara yang dapat dilakukan untuk mengikuti perkembangan teknologi. Kegiatan umum yang sudah banyak didigitalisasi adalah administrasi. Pada masa pandemi COVID19, digitalisasi administrasi merupakan salah satu hal yang penting dilakukan. Karena dengan melakukan proses administrasi secara digital dan daring, dapat mengurangi risiko penularan virus. Selain itu, digitalisasi administrasi dapat menciptakan sebuah sistem baru yang efektif dan efisien. </p><p>Digitalisasi administrasi yang dikembangkan pada penelitian ini akan berfokus pada bidang adiwiyata di SMAN 4 Malang. Program adiwiyata merupakan program kerja sama antara Kementerian Lingkungan Hidup dan Kementerian Pendidikan yang dimulai sejak tahun 2006. Program adiwiyata bertujuan untuk menciptakan kondisi yang baik bagi warga sekolah, untuk mendorong upaya penyelamatan lingkungan dan pembangunan berkelanjutan untuk mewujudkan sekolah yang peduli dan berbudaya lingkungan. Bentuk digitalisasi tersebut merupakan sebuah sistem informasi yang dapat dimanfaatkan untuk melakukan pengolahan data. Berbagai urusan administrasi penunjang program adiwiyata dapat dipermudah dengan menggunakan sistem yang dikembangkan. Pengguna dari sistem ini adalah warga sekolah dengan beberapa guru sebagai penanggung jawab. </p><p>Metode yang digunakan dalam penelitian ini adalah metode <i>agile </i>dengan model <i>scrum</i>. Metode <i>agile </i>merupakan salah satu metode yang sering diterapkan untuk mengembangkan perangkat lunak. Kelebihan dari metode ini adalah peningkatan rasio kepuasan pelanggan, dapat dilakukan penilaian perangkat lunak terhadap klien lebih awal, mengurangi risiko kegagalan dalam pengembangan perangkat lunak dari segi non-teknis, dan kerugian yang rendah jika terjadi kegagalan. <i>Scrum </i>merupakan salah satu model dari <i>agile </i>yang efektif dalam mengembangkan perangkat lunak, sebab model ini mengedepankan proses kerja yang cepat dalam pengembangnya. <i>Scrum </i>menggunakan pendekatan berkala dan bertahap untuk meningkatkan prediktabilitas dan pengendalian risiko. Pemanfaatan model <i>scrum </i>yang bersifat fleksibel mampu membuat pengembangan perangkat lunak lebih optimal dan efektif.<br></p>",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
1928,<p><b>ANALISIS <i>USER EXPERIENCE</i> PADA PENGEMBANGAN SISTEM INFORMASI ADI STETSA DI SMAN 4 MALANG MENGGUNAKAN <i>USER EXPERIENCE QUESTIONNAIRE</i></b></p>,"<p>SMAN 4 Malang adalah salah satu instansi pendidikan formal yang mengembangkan sistem informasi bernama ADI STETSA. Sistem informasi ini dikembangkan untuk memudahkan pada proses kegiatan belajar mengajar dan administrasi pada SMAN 4 Malang pada 10 bidang organisasinya. 10 bidang tersebut antara lain adiwiyata, bimbingan konseling, hubungan masyarakat, kesiswaan, kurikulum, keuangan, perpustakaan, sarana dan prasarana, tata usaha, dan unit penjamin mutu. Sistem ini masih terbilang baru sehingga perlu dilakukan evaluasi pada kualitas sistem. Salah satu cara untuk menguji kualitas sistem adalah dengan pengujian <i>User Experience</i> (UX). Metode yang digunakan dalam pengujian <i>user experience</i> adalah metode <i>User Experience Questionnaire</i> (UEQ). Metode UEQ mampu memberikan hasil impresi pada seluruh aspek UX. Selain itu metode UEQ mudah, gratis, dan cepat untuk digunakan. Pada metode UEQ ada 6 skala yang diujikan yaitu daya tarik, ketepatan, kejelasan, efisiensi, kebaruan, dan stimulasi. Tahap-tahapan dalam penelitian ini yaitu melakukan studi literatur, perencanaan evaluasi, pengumpulan data, analisis dan pembahasan, serta kesimpulan.&nbsp;<br></p>",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
1929,<p>PENGEMBANGAN SISTEM INFORMASI ADI STETSA PADA BIDANG HUBUNGAN MASYARAKAT DI SMAN 4 MALANG MENGGUNAKAN METODE SCRUM</p>,"<p style=""text-align: justify; "">&nbsp;&nbsp;&nbsp;&nbsp;Seiring berkembangnya zaman, perkembangan teknologi ikut mengalami kemajuan yang cukup pesat. Manusia tidak bisa lepas dari teknologi dan informasi dalam melakukan berbagai kegiatan. Dengan memanfaatkan teknologi yang tepat maka akan menghasilkan sebuah sistem informasi yang sesuai dengan kebutuhan sehingga dapat mengambil keputusan yang cepat. Dalam mengelola informasi dibutuhkannya teknologi yang dapat mempermudah kegiatan manusia sehingga dengan adanya informasi tersebut diharapkan dapat menghasilkan tujuan yang maksimal. Sebuah sistem informasi dalam bidang Pendidikan pada saat ini sangat dibutuhkan untuk perkembangan, maupun pertukaran informasi secara elektronik seperti penjadwalan, persuratan, dan pencarian data. Contoh salah satunya adalah Sistem Informasi Pelayanan Akademik Terpadu (SIPADU).</p><p style=""text-align: justify;""> &nbsp;&nbsp;&nbsp;&nbsp;Pengembangan sistem informasi ini, akan berfokus pada pembuatan aplikasi digital di SMAN 4 Malang. Tujuan dibuatnya sistem informasi ini adalah untuk memudahkan dalam penginputan maupun pengelolaan data dengan skala yang sangat besar menjadi mudah, efektif dan efisien. Salah satu bidang yang akan didigitalisasi pada SMAN 4 Malang ini adalah bidang Hubungan Masyarakat. Hubungan Masyarakat dalam Pendidikan adalah salah satu manajemen yang terencana dan sistematis yang berfungsi membantu dan memperbaiki program ataupun layanan pada organisasi pendidikan. Hubungan Masyarakat pada lembaga pendidikan berperan dalam menyampaikan komunikasi secara langsung dan tidak langsung melalui media kepada pimpinan lembaga ataupu&nbsp; public intern seperti guru, karyawan dan siswa. Tujuan lainnya dengan adanya Hubungan Masyarakat pada Lembaga Pendidikan adalah sebagai pusat informasi yang diperlukan oleh semua warga di lingkungan sekolah serta menyimpan file-file penting seperti sejarah sekolah dan data alumni siswa. Selain itu, bidang Hubungan Masyarakat pada Lembaga Pendidikan menjadi sebagai penghubung dengan kelompok-kelompok masyarakat yang membantu, merencanakan dan memupbilkasikan kegiatan-kegiatan masyarakat yang melibatkan masyarakat dalam program sekolah. Oleh karena itu, dibuatnya sistem informasi aplikasi digital dalam bidang Hubungan Masyarakat sangat dibutuhkan sehingga dapat mempermudah dalam pengelolaan data.</p><p style=""text-align: justify;""> &nbsp;&nbsp;&nbsp;&nbsp;Metode yang digunakan dalam pembuatan sistem informasi aplikasi digital di SMAN 4 Malang adalah metode agile dengan kerangka kerja scrum. Metode agile adalah metodologi pengembangan perangkat lunak yang didasarkan pada prinsip-prinsip yang sama atau pengembangan sistem jangka pendek yang memerlukan adaptasi cepat dari pengembang terhadap perubahan dalam bentuk apapun. Metode yang digunakan dalam agile softwawre development adalam metode scrum. Agile software development adalah salah satu metodologi pengembangan perangkat lunak yang jika dilihat dari segi pedoman pengembangan perangkat lunak mempunyai pengertian bahwa secara aktif dan berkesinambungan antara pengembang dengan pelangganan harus senantiasa menjalin kerjasama dan komunikasi yang baik. Sedangkan pengertian dari scrum merupakan kerangka kerja yang dipergunakan untuk menjaab persoalan adaptif kompleks, sekaligus memupuk kreativitas dan produktivitas dalam rangka menghasilkan produk. Pada pengembangan sistem informasi aplikasi digital di SMAN 4 Malang digunakannya metode scrum karena scrum menekankan pada kolaborasi, software yang berfungsi dengan baik, manajemen tim yang baik, dan kemampuan beradaptasi terhadap perubahan yang ada sesuai dengan relitas yang muncul. Scrum memiliki tiga bagian peranan penting yaitu Product Owner, Scrum Master dan Development Team. Product Owner sebagai pemilik produk yang bertanggung jawab untuk terus mengkomunikasikan prioritas untuk tim pengembangan. Scrum Master adalah seorang yang bertindak sebagai fasilitator untuk pemilik produk dan tim pengembangan yang terdiri dari Developer dan Tester. Sedangkan Development Teami adalah tim pengembang yang bertanggung jawab untuk mengatur dan menyelesaikan pengembangannya.</p><div style=""text-align: justify;""><br></div>",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
1930,<p>Pengembangan Sistem Informasi ADI STETSA pada Bidang Kesiswaan di SMAN 4 Malang Menggunakan Metode SCRUM</p>,"<p>&nbsp;&nbsp;&nbsp;&nbsp;Kasus Covid-19 yang menyebar di Indonesia mempengaruhi banyak aspek termasuk aspek pendidikan[1]. Namun, seiring berkembanganya teknologi memungkinkan untuk memunculkan suatu solusi. Salah satu solusi untuk menghadapi keadaan tersebut adalah dengan teknologi digital. Teknologi digital dapat menjadi salah satu fokus perhatian masyarakat Indonesia adalah teknologi digital sebagai media pembelajaran yang terjangkau dan menyeluruh. Pandemi Covid-19 telah memberikan gambaran atas kelangsungan dunia pendidikan di masa depan melalui bantuan teknologi[2]. Dengan teknologi digital, dapat dengan cepat memenuhi permintaan fasilitas Pendidikan[3].</p> <p></p><p></p><p>&nbsp;&nbsp;&nbsp;&nbsp;Pada pengembangan sistem informasi ini, berfokus pada aplikasi digital yang dibuat untuk SMAN 4 Negeri Malang. Aplikasi ini ditujukan untuk memudahkan proses administrasi literasi digital di sekolah tersebut dalam pengelolaan maupun penginputan data yang berkaitan dengan siswa, orang tua, guru, dan karyawan. Salah satu bidang yang memerlukan sistem layanan digitalisasi ini adalah bidang kesiswaan. Bidang kesiswaan ini mengatur hal-hal tentang hak dan kewajiban peserta didik / siswa, seperti presensi yang dapat dilaporkan kepada orang tua, tata tertib sekolah, pelaporan pelanggaran di sekolah, persuratan, ekstrakulikuler, prestasi siswa, karya siswa, koperasi, dan program kerja organisasi. Melihat hal tersebut, maka pengelolaan data dan penginputan data sangat diperlukan untuk memudahkan bidang kesiswaan dalam mengelola data para siswa dan orang tua. Maka dari itu, perlu adanya sistem yang mewadahi itu semua secara digital untuk mempermudah kegiatan tersebut.</p><p></p><p> </p><p>&nbsp;&nbsp;&nbsp;&nbsp;Dalam pembuatan sistem informasi ini, metode yang digunakan adalah <i>agile</i> dengan kerangka kerja <u>scrum</u>. Metode <i>agile </i>adalah metode pengembangan perangkat lunak berdasarkan proses berulang di mana setiap tim berkolaborasi untuk menerapkan aturan dan solusi yang disepakati secara terorganisasi dan terstruktur[4]. <i>Scrum</i> adalah metode <i>iterative</i> yang termasuk ke dalam metode <i>agile</i> untuk mengelola dan menjalankan proyek. Metode ini adalah kerangka kerja terbaik untuk sepenuhnya mengubah cara tim menyelesaikan pekerjaan. Dalam metodologi <i>scrum</i>, setiap ""<i>Sprint</i>"" dimulai dengan rapat perencanaan singkat dan diakhiri dengan peninjauan[5]. Maka dari itu, pengembangan sistem informasi terintegrasi aplikasi digital SMAN 4 Malang ini menggunakan metode <i>agile </i>dengan kerangka kerja <i>scrum </i>agar terstruktur dan dapat terorganisasi dengan baik.</p>",Rekayasa pengetahuan dan ilmu data (Knowledge Engineering and Data Science)
